Id,Date,Transaction,Currency,Description
9522,2024-03-04T00:00:52,-480.03,USD,Rent payment
9523,2024-02-14T09:38:47,-281.15,USD,Medical expenses
9524,2024-01-12T12:03:37,+108.78,USD,Utilities bill
9525,2024-11-16T09:19:38,-637.92,USD,School expences
9526,2024-07-24T11:10:14,+747.66,USD,Restaurant bill
9527,2024-08-23T15:22:54,-556.14,USD,School expences
9528,2024-12-12T11:08:14,-176.33,USD,Salary
9529,2024-05-20T13:52:58,+994.33,USD,Salary
9530,2024-11-05T18:48:46,-676.65,USD,Medical expenses
9531,2024-11-22T22:08:18,-124.9,USD,Medical expenses
9532,2024-03-12T08:42:01,+501.6,USD,Rent payment
9533,2024-10-01T04:12:35,+208.85,USD,Online purchase
9534,2024-05-27T07:52:29,+675.02,USD,Medical expenses
9535,2024-10-05T21:25:47,-605.86,USD,Refunds
9536,2024-11-11T01:16:56,+722.33,USD,Medical expenses
9537,2024-03-30T12:50:46,+341.47,USD,Rent payment
9538,2024-04-19T05:01:46,+399.44,USD,School expences
9539,2024-08-21T10:46:06,-989.14,USD,Salary
9540,2024-10-06T19:08:08,-311.43,USD,Medical expenses
9541,2024-06-13T10:05:06,-838.29,USD,Grocery shopping
9542,2024-01-24T05:08:11,+905.15,USD,Online purchase
9543,2024-03-04T19:10:59,+486.29,USD,Videogames
9544,2024-03-15T19:22:34,-308.18,USD,Utilities bill
9545,2024-09-16T01:19:50,+713.53,USD,Online purchase
9546,2024-06-23T21:41:22,+380.16,USD,Refunds
9547,2024-07-16T23:34:54,-429.01,USD,Online purchase
9548,2024-06-30T00:16:08,+817.21,USD,School expences
9549,2024-09-13T01:29:56,-804.72,USD,Restaurant bill
9550,2024-06-15T18:27:42,-961.55,USD,Videogames
9551,2024-09-19T02:04:38,+111.4,USD,Online purchase
9552,2024-07-11T06:54:15,+245.65,USD,Videogames
9553,2024-04-01T11:01:04,+942.11,USD,Rent payment
9554,2024-06-06T18:47:08,+617.89,USD,Restaurant bill
9555,2024-11-10T02:16:30,+466.48,USD,Medical expenses
9556,2024-12-02T23:26:00,+308.39,USD,Rent payment
9557,2024-01-03T17:31:25,+255.84,USD,Grocery shopping
9558,2024-07-27T19:04:20,+91.16,USD,Rent payment
9559,2024-04-07T10:25:13,-720.95,USD,Videogames
9560,2024-01-25T23:12:30,+820.48,USD,Refunds
9561,2024-02-14T16:09:13,-304.15,USD,Online purchase
9562,2024-05-18T09:53:52,+168.47,USD,School expences
9563,2024-04-07T07:19:25,+65.61,USD,Restaurant bill
9564,2024-06-30T23:43:22,-39.44,USD,Videogames
9565,2024-02-10T04:12:35,-456.43,USD,Salary
9566,2024-11-21T02:48:42,-608.93,USD,Restaurant bill
9567,2024-07-21T16:44:56,+897.78,USD,Videogames
9568,2024-12-03T21:46:59,+717.0,USD,School expences
9569,2024-11-06T16:19:24,-118.7,USD,Rent payment
9570,2024-10-06T05:29:15,-815.13,USD,Salary
9571,2024-02-06T10:06:58,+891.85,USD,Online purchase
9572,2024-01-30T19:13:42,-737.92,USD,Medical expenses
9573,2024-02-26T03:49:20,-738.7,USD,Grocery shopping
9574,2024-05-14T03:09:06,+377.21,USD,Videogames
9575,2024-06-15T21:25:40,-335.38,USD,Refunds
9576,2024-01-15T22:31:25,-112.09,USD,Videogames
9577,2024-04-03T20:27:56,-419.38,USD,School expences
9578,2024-03-23T06:54:48,+179.75,USD,Refunds
9579,2024-04-30T11:30:09,-834.0,USD,Online purchase
9580,2024-11-11T07:40:51,+588.35,USD,Refunds
9581,2024-01-30T10:36:55,-388.29,USD,School expences
9582,2024-11-24T03:15:48,+778.08,USD,Videogames
9583,2024-07-04T02:04:48,+291.4,USD,Online purchase
9584,2024-07-31T12:12:59,-683.67,USD,Refunds
9585,2024-11-25T21:58:50,+17.07,USD,Online purchase
9586,2024-04-06T20:44:14,-199.14,USD,Grocery shopping
9587,2024-02-03T23:47:23,+962.9,USD,Online purchase
9588,2024-12-29T23:59:17,+549.51,USD,Refunds
9589,2024-11-16T06:16:25,-494.62,USD,Salary
9590,2024-12-23T14:14:05,-17.57,USD,Rent payment
9591,2024-11-13T18:56:21,+519.96,USD,Medical expenses
9592,2024-04-05T08:53:55,+744.81,USD,Videogames
9593,2024-04-12T07:24:25,-890.83,USD,Online purchase
9594,2024-01-04T06:26:50,-23.41,USD,Online purchase
9595,2024-01-07T15:45:23,+69.48,USD,Restaurant bill
9596,2024-05-18T12:17:08,-141.78,USD,Grocery shopping
9597,2024-11-19T22:45:35,+242.4,USD,Salary
9598,2024-10-01T08:00:07,-127.53,USD,Restaurant bill
9599,2024-06-01T15:15:03,+771.27,USD,Salary
9600,2024-05-27T04:31:02,+391.74,USD,Refunds
9601,2024-12-04T08:04:08,+843.71,USD,Videogames
9602,2024-05-24T14:32:01,+672.89,USD,School expences
9603,2024-02-15T18:23:46,+923.43,USD,Utilities bill
9604,2024-10-25T20:08:53,+709.01,USD,Refunds
9605,2024-07-29T02:16:53,-563.36,USD,Videogames
9606,2024-03-10T06:16:47,+894.93,USD,Rent payment
9607,2024-03-08T04:43:43,-473.13,USD,Videogames
9608,2024-05-24T20:26:51,-978.45,USD,School expences
9609,2024-06-30T19:36:36,+994.88,USD,Medical expenses
9610,2024-09-18T19:05:14,-358.0,USD,Rent payment
9611,2024-08-28T06:32:11,+463.76,USD,Utilities bill
9612,2024-04-28T21:02:47,+774.21,USD,Medical expenses
9613,2024-01-24T07:11:22,+624.14,USD,Medical expenses
9614,2024-01-26T05:55:33,+540.26,USD,Salary
9615,2024-06-20T21:11:46,+481.09,USD,Salary
9616,2024-09-17T10:30:26,-240.42,USD,Refunds
9617,2024-07-10T03:21:42,-197.84,USD,Rent payment
9618,2024-11-24T12:05:42,-166.44,USD,Rent payment
9619,2024-06-27T05:09:17,-364.83,USD,School expences
9620,2024-04-02T10:59:12,-164.84,USD,Online purchase
9621,2024-07-23T12:02:44,+850.74,USD,Restaurant bill
9622,2024-06-04T23:24:43,-763.1,USD,Medical expenses
9623,2024-10-27T00:21:09,-946.64,USD,Refunds
9624,2024-12-24T03:13:23,-86.83,USD,Grocery shopping
9625,2024-07-14T20:33:53,+648.28,USD,Grocery shopping
9626,2024-01-10T05:47:49,-626.76,USD,School expences
9627,2024-01-26T20:22:47,+397.32,USD,Restaurant bill
9628,2024-04-11T02:12:15,-906.01,USD,Videogames
9629,2024-10-26T22:43:14,-112.98,USD,Salary
9630,2024-09-04T10:40:08,+848.98,USD,Restaurant bill
9631,2024-08-27T03:43:51,-145.41,USD,Medical expenses
9632,2024-05-20T02:39:25,-765.01,USD,Online purchase
9633,2024-07-08T18:30:59,-918.33,USD,Restaurant bill
9634,2024-11-08T03:32:34,+134.38,USD,Medical expenses
9635,2024-11-16T18:14:17,-353.23,USD,School expences
9636,2024-12-29T11:58:54,+763.06,USD,Utilities bill
9637,2024-01-10T14:51:04,-832.65,USD,Videogames
9638,2024-09-13T00:27:26,-713.4,USD,Medical expenses
9639,2024-07-01T08:35:37,-594.56,USD,School expences
9640,2024-02-10T18:52:33,-996.07,USD,Medical expenses
9641,2024-11-08T12:37:08,+795.1,USD,Salary
9642,2024-10-26T11:32:30,-873.76,USD,Medical expenses
9643,2024-05-11T18:11:30,+124.01,USD,School expences
9644,2024-06-06T10:04:54,-127.41,USD,Videogames
9645,2024-08-17T05:35:52,-622.35,USD,Online purchase
9646,2024-09-01T04:37:14,-948.32,USD,Videogames
9647,2024-08-24T06:33:11,+85.02,USD,Grocery shopping
9648,2024-03-11T13:19:28,-2.43,USD,School expences
9649,2024-12-15T12:57:28,-160.66,USD,Utilities bill
9650,2024-07-22T06:05:46,+292.0,USD,Medical expenses
9651,2024-06-26T10:12:44,-514.28,USD,Grocery shopping
9652,2024-03-11T13:07:30,+825.82,USD,Grocery shopping
9653,2024-04-15T14:31:41,-883.71,USD,Medical expenses
9654,2024-02-17T20:42:39,-673.35,USD,Refunds
9655,2024-11-11T11:29:01,-360.12,USD,Rent payment
9656,2024-09-18T21:24:46,-441.47,USD,School expences
9657,2024-05-09T02:11:34,+599.0,USD,Utilities bill
9658,2024-01-03T01:58:45,+694.66,USD,Medical expenses
9659,2024-04-29T14:33:38,+182.32,USD,Grocery shopping
9660,2024-03-13T15:21:25,-767.55,USD,Restaurant bill
9661,2024-09-15T08:05:00,-367.26,USD,Grocery shopping
9662,2024-08-03T21:52:21,-306.74,USD,Rent payment
9663,2024-10-27T14:14:45,-774.99,USD,Online purchase
9664,2024-02-17T10:26:50,-69.71,USD,Salary
9665,2024-10-12T09:49:59,+197.93,USD,Rent payment
9666,2024-04-01T19:48:03,+881.44,USD,Refunds
9667,2024-12-02T19:19:40,-908.6,USD,Online purchase
9668,2024-05-31T04:04:44,+973.4,USD,Rent payment
9669,2024-05-05T21:54:55,+869.34,USD,Videogames
9670,2024-10-31T23:55:34,+991.57,USD,Salary
9671,2024-09-01T04:37:21,-609.0,USD,Online purchase
9672,2024-10-30T05:01:10,-424.64,USD,Medical expenses
9673,2024-02-22T12:46:34,+544.64,USD,Videogames
9674,2024-03-04T02:21:55,-416.17,USD,Online purchase
9675,2024-10-27T05:07:30,+151.11,USD,School expences
9676,2024-07-16T15:42:02,-64.68,USD,Rent payment
9677,2024-08-15T21:48:38,-232.21,USD,Rent payment
9678,2024-05-07T09:00:20,+150.57,USD,Online purchase
9679,2024-10-14T05:31:07,-678.57,USD,Utilities bill
9680,2024-02-24T16:12:58,+800.34,USD,Restaurant bill
9681,2024-01-16T12:51:26,+33.73,USD,Online purchase
9682,2024-12-16T11:52:35,+254.2,USD,Medical expenses
9683,2024-11-19T18:46:54,+516.22,USD,School expences
9684,2024-06-28T13:24:06,+262.24,USD,Salary
9685,2024-05-13T21:33:59,-283.11,USD,Refunds
9686,2024-12-02T11:12:36,-848.68,USD,Salary
9687,2024-03-22T18:48:03,-394.02,USD,Grocery shopping
9688,2024-06-29T08:39:21,+747.55,USD,Restaurant bill
9689,2024-08-16T07:22:17,-529.13,USD,Refunds
9690,2024-12-04T08:03:09,+662.94,USD,Restaurant bill
9691,2024-01-22T11:13:05,+967.79,USD,Medical expenses
9692,2024-11-19T10:49:34,+90.77,USD,Utilities bill
9693,2024-10-11T11:40:36,+506.77,USD,Videogames
9694,2024-01-12T06:29:35,-894.39,USD,Videogames
9695,2024-02-17T22:44:29,-882.96,USD,Salary
9696,2024-07-06T04:24:25,+292.8,USD,Videogames
9697,2024-10-09T07:41:15,+71.71,USD,Utilities bill
9698,2024-04-28T16:46:21,-20.91,USD,Refunds
9699,2024-08-28T16:02:50,-456.61,USD,Utilities bill
9700,2024-01-14T17:52:59,+628.22,USD,Rent payment
9701,2024-02-28T22:13:08,-975.33,USD,School expences
9702,2024-10-04T06:50:50,+932.2,USD,Medical expenses
9703,2024-03-14T07:15:27,+337.22,USD,Refunds
9704,2024-06-19T18:28:51,-789.44,USD,Salary
9705,2024-03-03T10:55:18,-217.88,USD,Salary
9706,2024-01-05T21:28:08,+913.36,USD,Utilities bill
9707,2024-04-09T15:49:14,+295.59,USD,Grocery shopping
9708,2024-02-14T00:05:43,+206.21,USD,Videogames
9709,2024-10-21T21:39:41,-152.1,USD,Salary
9710,2024-04-05T06:24:44,-324.81,USD,Online purchase
9711,2024-01-05T07:31:46,+938.81,USD,Medical expenses
9712,2024-09-12T09:40:38,-989.17,USD,Utilities bill
9713,2024-11-09T08:57:33,+928.44,USD,Restaurant bill
9714,2024-11-01T07:50:25,+770.98,USD,Grocery shopping
9715,2024-10-08T16:53:44,-663.39,USD,Videogames
9716,2024-09-24T22:02:53,+524.07,USD,Videogames
9717,2024-03-25T23:39:37,+188.36,USD,Medical expenses
9718,2024-02-14T23:31:26,-641.17,USD,Grocery shopping
9719,2024-12-16T06:32:06,-451.54,USD,Salary
9720,2024-02-25T00:12:13,+571.7,USD,Salary
9721,2024-12-01T21:07:28,+823.36,USD,Online purchase
9722,2024-12-04T03:47:08,+282.66,USD,Rent payment
9723,2024-09-28T14:43:19,-461.26,USD,Refunds
9724,2024-10-31T04:30:11,+627.27,USD,Restaurant bill
9725,2024-07-31T02:05:28,+887.16,USD,Restaurant bill
9726,2024-05-08T14:18:47,-0.86,USD,Refunds
9727,2024-09-02T21:29:07,-816.08,USD,Refunds
9728,2024-07-05T02:11:15,-822.28,USD,Restaurant bill
9729,2024-04-30T21:39:15,+281.08,USD,Rent payment
9730,2024-02-18T11:06:38,-323.79,USD,School expences
9731,2024-05-25T02:19:02,-996.41,USD,Restaurant bill
9732,2024-03-02T02:51:39,-823.53,USD,Online purchase
9733,2024-05-06T12:02:47,-293.16,USD,Rent payment
9734,2024-12-27T22:53:28,-57.62,USD,Rent payment
9735,2024-01-11T06:02:43,+304.54,USD,Videogames
9736,2024-05-11T11:01:23,-102.35,USD,Refunds
9737,2024-10-16T05:25:43,-620.53,USD,Refunds
9738,2024-09-06T08:13:13,-194.94,USD,Utilities bill
9739,2024-08-08T17:37:37,-941.07,USD,Utilities bill
9740,2024-02-01T20:15:55,+877.89,USD,Rent payment
9741,2024-12-24T23:47:40,+324.45,USD,Salary
9742,2024-09-04T19:25:16,-36.16,USD,Medical expenses
9743,2024-09-09T04:22:23,-415.77,USD,Utilities bill
9744,2024-12-22T04:02:31,-988.03,USD,Refunds
9745,2024-06-22T10:24:40,+88.39,USD,Refunds
9746,2024-08-05T00:22:04,-305.76,USD,Salary
9747,2024-11-11T07:16:47,-650.1,USD,Videogames
9748,2024-09-20T01:06:06,-661.28,USD,Salary
9749,2024-04-29T19:41:41,+341.2,USD,Online purchase
9750,2024-05-05T15:14:56,+455.11,USD,Utilities bill
9751,2024-12-14T23:16:17,-102.56,USD,Utilities bill
9752,2024-06-01T22:07:08,+552.56,USD,Videogames
9753,2024-01-11T15:51:39,+968.03,USD,Utilities bill
9754,2024-08-10T01:55:46,+534.55,USD,Medical expenses
9755,2024-10-08T10:20:20,+348.9,USD,Refunds
9756,2024-09-28T04:10:12,+843.88,USD,School expences
9757,2024-07-16T17:37:09,-343.39,USD,Online purchase
9758,2024-06-11T03:35:30,-272.65,USD,Refunds
9759,2024-10-16T16:47:42,+658.76,USD,Videogames
9760,2024-03-19T16:50:30,+139.22,USD,Grocery shopping
9761,2024-05-26T08:47:59,+751.85,USD,School expences
9762,2024-03-22T07:11:31,+291.73,USD,Salary
9763,2024-09-21T13:07:50,-62.44,USD,Videogames
9764,2024-09-07T09:25:29,+850.82,USD,Online purchase
9765,2024-02-10T22:50:49,-995.08,USD,Refunds
9766,2024-06-14T15:59:09,-747.33,USD,School expences
9767,2024-11-14T09:24:46,+215.67,USD,Medical expenses
9768,2024-07-14T22:41:00,-426.07,USD,Rent payment
9769,2024-01-15T18:09:38,+701.76,USD,School expences
9770,2024-09-04T15:52:38,-382.12,USD,Restaurant bill
9771,2024-05-24T04:41:06,+185.87,USD,Online purchase
9772,2024-09-27T12:25:56,-351.55,USD,Videogames
9773,2024-08-14T02:40:02,+35.5,USD,Salary
9774,2024-06-03T01:52:45,-891.77,USD,Videogames
9775,2024-04-29T11:33:09,-820.17,USD,Refunds
9776,2024-07-15T09:41:20,-8.13,USD,Restaurant bill
9777,2024-11-26T02:27:12,-762.45,USD,Medical expenses
9778,2024-12-13T11:19:11,-397.93,USD,Online purchase
9779,2024-08-08T17:35:12,+862.81,USD,Restaurant bill
9780,2024-10-18T16:37:06,+602.31,USD,Rent payment
9781,2024-09-12T17:55:48,+980.91,USD,Online purchase
9782,2024-11-25T20:59:36,+499.42,USD,Restaurant bill
9783,2024-03-04T02:36:24,-637.02,USD,Restaurant bill
9784,2024-04-15T19:19:35,-435.15,USD,Medical expenses
9785,2024-07-17T23:27:43,-760.26,USD,Online purchase
9786,2024-12-16T03:01:33,-123.16,USD,School expences
9787,2024-06-19T01:47:22,-199.53,USD,Grocery shopping
9788,2024-11-08T06:16:26,-29.39,USD,Utilities bill
9789,2024-12-15T11:39:04,-893.29,USD,Utilities bill
9790,2024-03-08T03:21:24,-72.44,USD,Grocery shopping
9791,2024-11-07T02:07:57,-376.1,USD,Rent payment
9792,2024-01-07T15:45:12,+92.65,USD,Refunds
9793,2024-03-09T04:00:39,-148.23,USD,School expences
9794,2024-02-12T08:33:11,+96.44,USD,Refunds
9795,2024-01-20T14:14:23,-410.8,USD,Utilities bill
9796,2024-08-06T00:12:18,-297.66,USD,Grocery shopping
9797,2024-08-07T04:30:46,+350.75,USD,Medical expenses
9798,2024-03-22T16:29:12,-129.18,USD,Grocery shopping
9799,2024-08-23T00:48:05,-640.41,USD,Restaurant bill
9800,2024-06-21T16:09:55,-550.73,USD,Refunds
9801,2024-10-14T04:53:54,+3.08,USD,Videogames
9802,2024-09-15T22:23:38,+814.86,USD,Grocery shopping
9803,2024-12-05T20:24:55,+655.95,USD,Grocery shopping
9804,2024-08-31T13:31:32,+110.45,USD,School expences
9805,2024-12-19T00:36:23,-995.86,USD,Utilities bill
9806,2024-11-16T02:30:47,-800.75,USD,Rent payment
9807,2024-10-21T17:10:01,-774.96,USD,Utilities bill
9808,2024-07-09T17:48:43,+969.95,USD,Medical expenses
9809,2024-05-01T06:03:00,+694.08,USD,Online purchase
9810,2024-02-03T01:34:23,-998.93,USD,Rent payment
9811,2024-05-02T13:24:44,+524.35,USD,Online purchase
9812,2024-07-31T23:53:37,-971.22,USD,Refunds
9813,2024-07-16T03:32:31,-37.92,USD,Salary
9814,2024-01-16T05:46:53,+962.6,USD,School expences
9815,2024-11-29T23:01:43,-690.49,USD,Rent payment
9816,2024-01-14T07:19:25,+915.82,USD,Videogames
9817,2024-07-18T22:13:53,+87.05,USD,Rent payment
9818,2024-09-02T14:15:41,+180.95,USD,Grocery shopping
9819,2024-08-19T03:42:01,-573.05,USD,Refunds
9820,2024-02-04T22:36:25,+66.84,USD,Online purchase
9821,2024-06-07T06:15:08,+262.61,USD,Grocery shopping
9822,2024-03-21T20:10:57,+347.26,USD,School expences
9823,2024-04-26T07:18:02,+755.15,USD,Grocery shopping
9824,2024-04-01T07:37:07,-667.19,USD,Videogames
9825,2024-02-03T12:11:06,-980.28,USD,Online purchase
9826,2024-07-17T10:23:43,+136.11,USD,Salary
9827,2024-12-05T12:07:44,+576.25,USD,Salary
9828,2024-10-05T05:30:33,+400.33,USD,Online purchase
9829,2024-11-05T09:31:53,+85.46,USD,Medical expenses
9830,2024-05-18T17:18:55,-977.19,USD,Medical expenses
9831,2024-05-14T03:02:09,+225.75,USD,Online purchase
9832,2024-09-22T05:35:38,-128.13,USD,Restaurant bill
9833,2024-10-27T13:03:25,+682.46,USD,Medical expenses
9834,2024-09-20T15:58:29,-288.39,USD,Restaurant bill
9835,2024-12-07T07:58:07,-278.6,USD,Utilities bill
9836,2024-10-07T07:39:13,-340.07,USD,Salary
9837,2024-12-18T11:22:43,-834.64,USD,Grocery shopping
9838,2024-11-17T14:18:48,+915.56,USD,School expences
9839,2024-10-31T17:58:49,+232.1,USD,Online purchase
9840,2024-11-09T19:36:18,-11.15,USD,Grocery shopping
9841,2024-10-04T00:52:04,+731.6,USD,Utilities bill
9842,2024-06-25T14:39:03,-862.5,USD,Rent payment
9843,2024-04-02T20:45:24,+701.44,USD,Videogames
9844,2024-09-26T13:30:56,+732.86,USD,Grocery shopping
9845,2024-04-02T06:46:33,+165.71,USD,Utilities bill
9846,2024-01-06T10:18:05,+37.42,USD,Salary
9847,2024-01-25T10:49:38,-162.69,USD,Utilities bill
9848,2024-03-18T00:30:57,+556.71,USD,Utilities bill
9849,2024-07-19T06:30:21,-285.02,USD,Refunds
9850,2024-06-16T10:23:47,-2.1,USD,Refunds
9851,2024-10-24T03:27:14,-42.15,USD,Refunds
9852,2024-05-06T21:57:51,+621.07,USD,Rent payment
9853,2024-02-05T00:51:26,-361.39,USD,Videogames
9854,2024-06-14T08:00:18,-120.59,USD,Restaurant bill
9855,2024-07-18T09:16:03,-768.06,USD,Restaurant bill
9856,2024-03-19T08:04:45,+614.27,USD,Refunds
9857,2024-08-23T04:42:44,-252.89,USD,Rent payment
9858,2024-07-22T22:23:34,+563.54,USD,School expences
9859,2024-07-25T06:30:08,-323.29,USD,Restaurant bill
9860,2024-03-09T20:10:21,+294.81,USD,Salary
9861,2024-01-04T17:08:04,+892.15,USD,Utilities bill
9862,2024-07-27T05:12:36,+121.7,USD,School expences
9863,2024-08-21T05:14:27,-898.28,USD,Restaurant bill
9864,2024-01-08T13:56:08,-320.45,USD,Videogames
9865,2024-09-03T04:11:51,-134.79,USD,Restaurant bill
9866,2024-04-28T22:49:53,-938.75,USD,Videogames
9867,2024-12-23T10:56:33,+255.79,USD,Grocery shopping
9868,2024-07-22T05:37:57,-756.01,USD,Restaurant bill
9869,2024-06-30T15:09:01,+839.11,USD,Utilities bill
9870,2024-11-28T11:37:57,+898.35,USD,Restaurant bill
9871,2024-04-30T22:23:17,+219.99,USD,Rent payment
9872,2024-07-18T15:28:14,+462.82,USD,Utilities bill
9873,2024-12-07T03:16:31,-468.69,USD,Medical expenses
9874,2024-04-27T17:39:29,+76.72,USD,Salary
9875,2024-05-29T23:34:19,+6.68,USD,Rent payment
9876,2024-02-10T17:52:43,+489.13,USD,School expences
9877,2024-10-08T02:05:23,-251.4,USD,Utilities bill
9878,2024-09-15T03:55:53,+60.0,USD,Rent payment
9879,2024-03-19T21:21:32,-239.54,USD,Rent payment
9880,2024-12-07T21:19:04,+493.04,USD,School expences
9881,2024-08-31T21:37:27,-616.96,USD,Online purchase
9882,2024-01-21T04:29:22,-412.93,USD,Rent payment
9883,2024-08-04T16:57:31,+455.5,USD,Rent payment
9884,2024-01-27T15:28:49,-763.47,USD,Medical expenses
9885,2024-07-24T10:56:00,+793.81,USD,Online purchase
9886,2024-02-11T13:53:19,+212.47,USD,Salary
9887,2024-11-21T06:34:08,+509.1,USD,Medical expenses
9888,2024-10-16T09:19:45,+719.0,USD,Online purchase
9889,2024-08-16T10:41:31,-647.91,USD,Refunds
9890,2024-07-18T17:55:07,+589.14,USD,School expences
9891,2024-07-31T00:28:24,-683.94,USD,Medical expenses
9892,2024-11-27T22:10:22,-345.58,USD,Refunds
9893,2024-04-02T07:26:05,+916.22,USD,Refunds
9894,2024-01-10T02:57:55,-242.81,USD,Utilities bill
9895,2024-03-16T14:25:07,+744.01,USD,Refunds
9896,2024-01-26T08:23:23,+50.04,USD,Salary
9897,2024-01-09T07:22:45,+293.28,USD,Medical expenses
9898,2024-06-03T05:59:43,+364.12,USD,Rent payment
9899,2024-09-11T22:36:24,+190.41,USD,Utilities bill
9900,2024-09-17T09:49:14,-749.24,USD,Medical expenses
9901,2024-05-25T17:38:41,-742.3,USD,Online purchase
9902,2024-12-20T18:27:06,+317.38,USD,Utilities bill
9903,2024-10-04T18:47:36,+438.29,USD,School expences
9904,2024-04-26T05:55:19,+474.25,USD,Rent payment
9905,2024-11-25T14:36:27,-912.34,USD,Rent payment
9906,2024-04-03T13:34:38,-996.41,USD,Utilities bill
9907,2024-08-15T00:10:58,+227.06,USD,School expences
9908,2024-01-26T16:41:32,+144.51,USD,Restaurant bill
9909,2024-09-28T13:58:31,-209.43,USD,Rent payment
9910,2024-01-28T16:52:27,-540.01,USD,Rent payment
9911,2024-12-17T01:32:48,-323.56,USD,Videogames
9912,2024-06-06T11:52:24,-819.42,USD,Online purchase
9913,2024-04-20T21:18:04,-20.9,USD,Medical expenses
9914,2024-10-28T13:38:31,+736.26,USD,Salary
9915,2024-06-28T13:39:41,-558.2,USD,Restaurant bill
9916,2024-02-08T01:20:46,+972.55,USD,Online purchase
9917,2024-02-27T20:08:46,-292.36,USD,Salary
9918,2024-10-14T06:05:22,+346.98,USD,Restaurant bill
9919,2024-08-24T00:04:18,+792.79,USD,Restaurant bill
9920,2024-06-17T03:48:12,+316.59,USD,Medical expenses
9921,2024-10-05T02:49:55,-64.62,USD,Grocery shopping
9922,2024-10-12T10:09:26,-132.09,USD,Online purchase
9923,2024-08-07T01:29:45,+788.39,USD,Rent payment
9924,2024-12-30T08:45:59,+309.22,USD,Utilities bill
9925,2024-11-05T08:09:31,-610.86,USD,Medical expenses
9926,2024-04-05T17:11:00,+489.15,USD,Restaurant bill
9927,2024-12-17T03:25:55,-534.27,USD,School expences
9928,2024-11-07T09:54:44,+90.67,USD,Grocery shopping
9929,2024-05-12T12:57:52,+506.66,USD,Salary
9930,2024-09-30T03:15:42,+949.7,USD,Medical expenses
9931,2024-10-22T00:08:04,+175.98,USD,Grocery shopping
9932,2024-01-26T02:12:01,+788.48,USD,Refunds
9933,2024-01-17T08:56:46,+887.42,USD,Utilities bill
9934,2024-09-07T13:59:09,+708.92,USD,Online purchase
9935,2024-02-25T02:01:59,+573.72,USD,Salary
9936,2024-09-13T01:08:19,-636.22,USD,Refunds
9937,2024-10-31T08:22:52,+380.24,USD,Utilities bill
9938,2024-08-17T01:43:44,+796.05,USD,Grocery shopping
9939,2024-03-26T05:17:46,+124.05,USD,Grocery shopping
9940,2024-05-07T11:02:48,+233.66,USD,Refunds
9941,2024-01-14T10:16:58,+792.28,USD,Rent payment
9942,2024-01-11T00:00:49,+936.71,USD,Restaurant bill
9943,2024-04-29T15:02:37,+352.56,USD,Restaurant bill
9944,2024-09-22T23:30:51,+746.81,USD,Restaurant bill
9945,2024-05-02T00:53:04,+689.65,USD,Salary
9946,2024-11-11T05:51:36,-409.11,USD,Restaurant bill
9947,2024-06-22T17:32:14,+469.56,USD,School expences
9948,2024-09-24T11:22:17,+542.87,USD,Videogames
9949,2024-02-11T18:16:12,+281.49,USD,Utilities bill
9950,2024-12-15T10:43:40,-895.57,USD,Salary
9951,2024-07-31T00:06:36,-518.54,USD,Salary
9952,2024-04-11T13:59:32,-340.95,USD,Online purchase
9953,2024-11-03T06:18:21,-295.5,USD,Utilities bill
9954,2024-01-03T02:40:30,-359.13,USD,Medical expenses
9955,2024-07-06T10:38:34,+971.79,USD,Salary
9956,2024-09-07T14:15:04,-792.53,USD,Refunds
9957,2024-08-25T06:56:28,-868.26,USD,Online purchase
9958,2024-03-11T07:49:16,-658.17,USD,Salary
9959,2024-05-08T00:59:24,+235.66,USD,Videogames
9960,2024-11-26T10:02:22,-467.5,USD,Salary
9961,2024-10-30T16:52:10,+170.13,USD,Grocery shopping
9962,2024-08-30T05:16:52,+443.64,USD,Medical expenses
9963,2024-06-12T18:33:59,-936.97,USD,Medical expenses
9964,2024-03-06T09:23:03,+912.02,USD,Online purchase
9965,2024-06-20T03:30:20,-840.54,USD,School expences
9966,2024-06-16T18:56:53,-117.8,USD,School expences
9967,2024-04-11T12:20:23,+546.5,USD,Medical expenses
9968,2024-02-07T12:01:12,+935.51,USD,Refunds
9969,2024-09-29T01:05:54,+66.21,USD,Videogames
9970,2024-01-26T05:08:17,+262.97,USD,Rent payment
9971,2024-04-28T12:07:23,-392.66,USD,Videogames
9972,2024-10-18T20:29:22,-139.9,USD,Refunds
9973,2024-03-14T04:16:01,+830.9,USD,School expences
9974,2024-07-25T03:13:30,+578.91,USD,Refunds
9975,2024-08-04T04:35:36,-88.98,USD,Salary
9976,2024-09-26T17:05:24,+721.09,USD,Online purchase
9977,2024-01-05T06:06:21,+506.11,USD,Videogames
9978,2024-04-03T20:58:56,-616.61,USD,Salary
9979,2024-10-18T05:52:07,+952.9,USD,Medical expenses
9980,2024-11-04T03:29:14,-855.66,USD,School expences
9981,2024-06-12T19:15:20,-255.83,USD,Grocery shopping
9982,2024-04-29T11:31:46,-645.45,USD,School expences
9983,2024-07-01T04:54:29,-257.29,USD,Medical expenses
9984,2024-01-02T13:28:15,-404.27,USD,Grocery shopping
9985,2024-08-19T17:04:33,+844.78,USD,Utilities bill
9986,2024-09-13T15:16:00,-970.8,USD,Utilities bill
9987,2024-12-13T01:55:17,-168.66,USD,Rent payment
